INDUSTRY,SUBSCRIPTION_FEE,JOB_ACTIVITY_2,JOB_ACTIVITY_3,JOB_ACTIVITY_4,JOB_ACTIVITY_1,JOB_ACTIVITY_5,PAYMENT_TYPE_1,PAYMENT_TYPE_2,PAYMENT_TYPE_3,PAYMENT_TYPE_4,PAYMENT_TYPE_5,COMPANY_SIZE
F,46,14,15,15,17,4,6999.21,190.0,0.0,462.61,6143.24,C
E,41,16,30,53,29,30,94742.54,2552.55,0.0,175.0,92014.99,A
C,23,0,20,18,20,6,22360.0,6954.0,0.0,125.0,14842.0,C
C,16,9,22,23,25,15,6212.27,175.0,0.0,663.0,2587.0,C
A,46,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,A
C,46,22,26,20,21,9,6821.92,5663.2,0.0,250.5,908.22,B
B,46,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,B
E,46,0,25,29,26,22,7287.11,2051.43,0.0,125.0,4710.68,B
B,46,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,B
B,100,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,B
B,46,0,15,15,13,4,13345.0,0.0,0.0,4200.0,9145.0,C
C,46,0,19,3,46,3,2267.49,2267.49,0.0,0.0,0.0,B
B,30,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,A
E,50,17,25,25,20,10,6594.44,2986.55,0.0,0.0,3607.89,B
F,46,9,23,17,29,8,19010.85,3593.85,3593.85,0.0,11072.0,B
B,21,0,5,7,4,7,23400.44,198.0,0.0,0.0,23202.44,C
B,46,16,62,29,61,27,98436.2,0.0,0.0,60.0,53531.42,B
C,83,2,58,44,46,39,54068.41,2490.0,2490.0,164.0,9427.64,A
E,65,23,31,32,36,1,11326.11,6008.39,6008.39,2459.28,2473.41,C
B,75,24,159,29,185,23,31643.7,0.0,0.0,300.0,14650.0,A
D,46,0,4,4,0,0,572.98,572.98,572.98,0.0,0.0,C
C,46,20,235,136,245,1,82106.6,0.0,0.0,37884.76,15557.15,B
A,46,52,89,76,189,38,13022.48,3902.0,0.0,430.0,7509.48,A
E,46,13,47,37,49,21,10059.48,3594.42,0.0,0.0,6465.06,C
E,43,204,210,207,216,65,64649.06,16915.06,0.0,4640.0,40344.0,A
A,52,275,287,269,253,19,36354.75,13044.75,0.0,1769.0,12351.0,A
C,83,125,133,109,143,53,51563.33,25554.71,25554.71,2197.88,23810.74,B
E,111,28,49,71,48,18,21864.12,2188.47,0.0,1284.0,9848.65,C
A,46,0,37,49,6,27,6955.5,3665.5,0.0,2945.0,345.0,A
D,46,20,55,19,129,15,9090.0,3139.0,3139.0,0.0,5506.0,A
B,41,10,61,23,69,24,7140.95,0.0,0.0,0.0,4390.32,B
B,46,0,2,1,0,0,11750.0,3750.0,0.0,0.0,8000.0,B
B,74,5,39,12,9,0,10025.0,0.0,0.0,0.0,7525.0,B
E,59,4,17,35,43,4,22023.3,17721.24,17721.24,75.0,4227.06,A
B,46,4,4,7,5,3,45249.0,1399.94,0.0,0.0,21099.0,C
E,78,0,38,35,34,13,5252.0,0.0,0.0,598.0,4525.0,C
B,46,4,3,1,4,1,119.0,0.0,0.0,0.0,119.0,C
B,55,17,26,4,48,2,9921.0,0.0,0.0,1.0,3100.0,A
D,23,16,35,20,128,17,4809.43,867.45,622.47,59.99,3881.99,B
B,46,14,25,24,30,13,67473.56,0.0,0.0,0.0,38545.75,B
D,23,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,C
E,16,8,24,24,27,1,6242.86,0.0,0.0,564.0,5119.0,C
C,83,100,131,86,182,70,54280.92,34786.15,0.0,852.0,18642.77,A
A,46,39,76,12,1133,8,8212.09,1030.12,0.0,1045.0,4184.47,B
B,83,52,113,48,114,37,118197.85,23266.0,0.0,7525.0,81181.85,A
B,41,0,5,0,17,0,0.0,0.0,0.0,0.0,0.0,B
A,46,0,313,345,398,0,56424.99,0.0,0.0,0.0,0.0,A
B,52,0,1,1,1,0,1.0,1.0,0.0,0.0,0.0,C
B,41,1,71,40,71,34,30772.66,0.0,0.0,0.0,0.0,B
E,13,0,4,2,4,1,234.0,114.0,0.0,0.0,120.0,C
C,104,1,33,38,2,1,19100.51,2841.5,0.0,450.01,15809.0,B
E,41,26,77,16,63,11,23056.82,886.63,0.0,600.0,17317.69,B
B,23,17,41,0,45,0,0.0,0.0,0.0,0.0,0.0,C
E,46,49,54,48,60,39,15836.54,12032.32,2380.38,1553.61,2250.61,B
E,46,0,49,51,44,49,11070.22,0.0,0.0,125.0,7828.83,B
A,41,6,9,9,13,0,1854.0,0.0,0.0,378.0,1476.0,A
E,46,139,133,126,168,86,43544.94,22850.77,0.0,571.3,20032.87,A
E,23,9,11,11,10,2,1926.8,711.8,711.8,855.0,360.0,C
C,83,8,19,26,19,22,46159.5,17682.5,0.0,0.0,28477.0,A
A,50,78,127,95,169,20,13366.66,4670.0,0.0,135.0,4348.55,A
A,46,0,0,0,32,0,0.0,0.0,0.0,0.0,0.0,A
C,156,23,27,23,32,17,20844.07,1554.23,0.0,489.16,6380.21,C
C,83,1,92,88,85,58,90670.0,47520.0,0.0,2180.0,40970.0,B
C,6,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,C
E,7,25,88,100,80,90,34066.77,2187.25,0.0,670.47,31209.05,A
F,46,1,7,4,5,3,5280.04,1615.56,1615.56,0.0,3358.4,B
E,137,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,C
A,46,35,168,99,807,43,20808.0,2512.0,0.0,135.0,12620.2,A
C,6,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,C
A,46,43,53,27,69,1,3227.2,0.0,0.0,0.0,3227.2,A
A,16,0,10,9,658,4,240.0,0.0,0.0,150.0,90.0,C
B,79,1,4,2,4,0,1088.0,1088.0,0.0,0.0,0.0,B
C,26,14,17,14,16,11,50362.23,0.0,0.0,7979.6,41354.12,A
C,46,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,B
A,30,0,0,0,576,0,0.0,0.0,0.0,0.0,0.0,A
B,66,0,0,0,0,0,685.92,685.92,0.0,0.0,0.0,B
A,41,1,29,9,5,5,2900.75,1802.59,0.0,0.0,909.16,A
B,23,3,17,17,17,15,18542.0,10449.0,0.0,771.0,7322.0,B
C,23,0,6,11,0,1,8401.0,120.0,0.0,0.0,8281.0,C
D,83,33,32,0,17,0,0.0,0.0,0.0,0.0,0.0,A
E,83,17,150,95,194,8,14170.0,3105.0,0.0,6445.0,3270.0,A
B,90,40,44,24,43,7,7950.0,4580.0,0.0,1300.0,2070.0,A
F,26,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,C
C,23,5,15,14,15,4,3724.15,0.0,0.0,95.0,2229.0,C
B,46,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,C
F,46,39,58,50,61,46,30580.0,12725.0,0.0,125.0,17730.0,B
B,83,25,80,60,70,0,53424.1,0.0,0.0,0.0,0.0,B
C,16,0,5,10,5,10,5681.96,164.0,0.0,0.0,5328.96,C
E,12,0,3,3,1,4,1116.32,0.0,0.0,0.0,1116.32,B
C,46,6,37,40,38,25,26822.5,12857.5,0.0,320.0,13645.0,B
A,23,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,B
C,31,0,38,36,39,35,33331.14,9480.49,9480.49,0.0,23850.65,B
B,46,8,14,13,11,6,10110.54,822.71,90.0,90.0,9197.83,B
B,48,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,C
C,16,0,33,34,31,27,28754.5,9939.0,0.0,0.0,14745.5,C
F,46,14,38,31,38,18,48439.31,15872.0,15872.0,3054.0,27347.38,B
E,112,5,12,10,18,1,3496.0,2740.0,0.0,100.0,656.0,B
E,18,5,23,17,15,10,9145.1,730.14,0.0,230.86,8184.1,C
E,6,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,C
A,46,97,111,80,125,75,18356.91,5213.93,0.0,650.49,12492.49,A
F,46,10,5,16,8,5,26727.25,0.0,0.0,0.0,17232.62,B
B,23,0,79,80,87,0,37370.92,0.0,0.0,0.0,37370.92,A
B,46,50,120,86,118,2,109827.89,0.0,0.0,705.0,233.0,B
B,46,16,17,17,20,14,5806.24,1321.04,0.0,827.94,3657.26,B
E,23,0,18,19,21,2,6225.0,1300.0,0.0,950.0,3975.0,C
C,30,2,59,26,57,17,69474.38,7204.16,0.0,860.0,61410.22,A
F,17,5,23,12,29,0,12579.1,4779.1,0.0,0.0,7800.0,B
A,23,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,C
B,46,0,14,10,12,2,25434.37,0.0,0.0,710.0,24724.37,B
E,6,0,1,1,2,0,304.95,0.0,0.0,0.0,0.0,B
B,23,6,9,14,7,0,12557.11,974.46,0.0,0.0,4815.62,C
B,46,107,124,73,130,56,32053.35,5420.13,0.0,0.0,18512.22,B
A,66,2,40,7,4,3,790.0,250.0,0.0,100.0,440.0,A
A,46,0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,B
A,46,105,157,33,463,18,4653.7,4653.7,733.0,0.0,0.0,A
A,6,2,2,2,2,1,180.0,0.0,0.0,80.0,100.0,C
E,20,79,82,80,80,14,20253.0,0.0,0.0,2680.0,4183.0,B
E,16,0,1,1,1,1,451.5,0.0,0.0,0.0,451.5,C
B,55,33,48,40,51,25,114940.22,23867.3,0.0,494.0,90578.92,A
D,46,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,B
E,23,2,24,40,2,1,9042.03,1851.04,1851.04,860.0,6330.99,C
E,15,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,B
B,16,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,B
B,46,0,2,3,0,0,747.0,330.0,0.0,0.0,417.0,C
A,46,8,677,11,4276,1,1011.0,1.0,0.0,0.0,1010.0,A
E,41,4,4,4,4,1,6926.05,6042.05,6042.05,0.0,884.0,C
C,46,10,35,0,50,0,0.0,0.0,0.0,0.0,0.0,B
E,75,79,378,414,369,311,145152.67,0.0,0.0,3820.3,75440.38,A
B,41,37,43,56,33,47,37758.06,4394.92,0.0,0.0,33363.14,B
B,436,1,1,0,3,0,0.0,0.0,0.0,0.0,0.0,B
E,46,32,58,54,51,51,16584.47,9399.46,9399.46,1347.32,5488.89,B
C,83,42,52,45,54,25,60970.37,6240.63,0.0,4428.42,48058.68,B
B,23,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,C
C,46,4,50,46,51,26,16283.0,8058.0,0.0,889.0,7336.0,C
E,46,43,57,51,61,34,7969.75,4637.75,4637.75,1653.0,1679.0,C
A,26,2,3,3,5,0,1020.0,225.0,0.0,0.0,795.0,B
D,16,0,11,37,0,6,23664.14,0.0,0.0,0.0,23664.14,C
B,52,46,50,43,65,38,32793.7,14754.45,14328.45,275.0,15646.25,A
C,83,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,A
E,21,9,16,16,20,13,2844.89,1992.82,1992.82,252.04,600.03,C
A,30,0,2,2,0,2,650.05,0.0,0.0,0.0,650.05,C
E,41,36,35,35,42,3,6575.82,3096.82,3096.82,248.0,2860.0,A
B,52,29,37,20,42,9,6102.6,2473.1,0.0,116.5,3513.0,B
C,46,40,41,46,37,40,51698.56,217.94,0.0,300.0,31244.98,B
B,30,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,A
E,33,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,C
A,46,198,297,261,875,11,43502.5,150.0,0.0,0.0,39582.5,A
C,83,27,120,104,133,0,228384.57,0.0,0.0,30.0,99624.86,A
B,46,11,89,92,70,86,25485.44,5691.62,0.0,105.0,17532.82,B
C,83,0,146,149,7,138,255225.79,86954.38,0.0,650.0,140769.57,B
A,63,122,132,118,194,57,13692.75,5313.75,5313.75,2488.0,4717.0,A
A,16,0,6,0,10,0,0.0,0.0,0.0,0.0,0.0,B
C,99,51,92,84,101,69,67072.5,10297.5,0.0,0.0,31055.0,B
B,28,122,170,91,184,54,137071.51,24592.56,0.0,24907.12,46377.9,B
E,25,5,15,15,17,4,3319.25,384.75,384.75,240.0,1811.0,C
A,46,25,33,39,48,38,13631.0,2970.0,0.0,0.0,10561.0,B
F,41,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,B
B,46,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,C
E,37,91,97,95,98,53,18778.05,5286.38,0.0,1034.16,8108.14,B
D,46,23,48,101,17,98,153386.8,119751.79,0.0,0.0,33635.01,B
E,16,0,33,32,32,15,8468.5,3984.0,0.0,795.0,3414.5,C
E,16,13,23,16,22,1,4508.35,2302.1,817.3,235.0,1971.25,C
C,46,89,104,81,114,49,57393.34,26197.0,0.0,900.0,28255.0,B
E,18,40,50,42,42,38,12598.0,3559.0,0.0,634.0,8405.0,B
E,16,0,18,1,0,1,175.0,0.0,0.0,175.0,0.0,C
A,16,0,3,9,1,0,2560.0,1560.0,0.0,1000.0,0.0,C
B,66,30,49,19,44,4,31194.8,1948.16,0.0,237.0,29009.64,B
C,83,0,190,0,205,0,0.0,0.0,0.0,0.0,0.0,A
F,46,153,140,93,169,0,77099.7,0.0,0.0,465.0,39949.0,B
A,46,165,213,99,167,6,12907.55,2362.55,0.0,2500.0,8045.0,B
E,23,14,20,22,21,0,5308.25,0.0,0.0,4715.0,0.0,C
E,41,2,8,11,17,4,2483.5,0.0,0.0,210.0,2273.5,B
B,16,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,C
B,83,0,3,0,8,0,0.0,0.0,0.0,0.0,0.0,A
A,16,1,1,0,1,0,0.0,0.0,0.0,0.0,0.0,C
B,41,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,B
E,46,8,10,7,8,0,1335.0,0.0,0.0,170.0,710.0,B
E,33,0,15,2,15,2,3561.1,0.0,0.0,0.0,3561.1,B
B,41,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,B
B,624,3,10,4,4,2,5995.02,1847.82,0.0,0.0,4147.2,C
C,52,33,65,64,69,53,57320.19,13206.5,0.0,0.0,43475.69,B
B,26,109,146,68,167,3,32877.17,0.0,0.0,300.0,10155.98,A
B,52,10,10,5,11,6,1802.0,1427.0,0.0,0.0,375.0,B
F,46,1,7,9,10,2,37491.67,400.0,0.0,0.0,33002.67,B
C,79,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,B
C,16,0,12,18,2,0,49000.0,2275.0,0.0,16850.0,29875.0,C
B,46,1,17,14,7,2,11774.4,8296.4,8296.4,580.0,2700.0,B
A,23,1,1,1,4,0,272.25,0.0,0.0,0.0,0.0,C
B,23,0,4,3,2,1,2205.73,337.55,337.55,0.0,1868.18,C
D,46,0,2,12,0,6,1563.67,97.73,0.0,0.0,1270.48,C
C,79,12,33,8,53,7,5202.85,1309.05,0.0,0.0,0.0,B
E,23,0,1,1,2,0,40.0,0.0,0.0,0.0,40.0,C
F,121,49,61,59,61,53,33983.55,0.0,0.0,469.51,15304.36,B
C,46,0,19,17,0,1,11725.36,0.0,0.0,0.0,11725.36,C
E,23,28,31,30,36,2,5525.5,0.0,0.0,440.0,3367.5,C
E,41,1,1,1,1,1,184.03,184.03,0.0,0.0,0.0,B
C,46,43,38,3,49,0,4905.0,0.0,0.0,0.0,0.0,B
B,15,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,C
C,16,0,21,21,20,19,12105.0,891.0,891.0,570.0,10644.0,C
E,33,10,9,9,9,9,2558.95,676.5,676.5,260.0,1622.45,C
A,16,54,148,131,87,30,16150.5,2291.5,2291.5,75.0,13564.0,B
C,46,46,63,39,70,39,66694.5,44955.0,0.0,845.0,16744.5,B
A,46,98,159,120,290,21,12040.4,0.0,0.0,2354.0,8961.4,A
B,46,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,B
C,46,122,174,163,198,124,170406.69,28146.7,0.0,4700.0,70329.99,B
F,33,2,0,0,64,0,0.0,0.0,0.0,0.0,0.0,A
F,46,0,20,38,19,34,23899.61,1324.92,0.0,123.81,22450.88,B
A,83,1,1,2,1,1,2.0,1.0,0.0,1.0,0.0,A
C,46,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,C
A,46,8,14,16,14,6,2302.0,290.0,0.0,895.0,1117.0,B
A,46,178,180,13,1827,13,2407.0,2407.0,2407.0,0.0,0.0,B
A,60,44,198,203,683,58,24642.0,4480.0,0.0,1135.0,19027.0,A
C,16,8,15,16,16,2,4154.04,1035.1,0.0,302.21,2816.73,C
B,6,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,B
B,396,41,31,0,116,0,0.0,0.0,0.0,0.0,0.0,A
B,46,0,11,4,1,3,3412.36,2852.58,2852.58,0.0,559.78,B
F,71,4,32,32,41,22,33717.07,23169.45,0.0,0.0,1920.83,B
A,16,3,121,124,979,63,15217.2,0.0,0.0,695.0,10467.2,B
C,75,261,523,110,472,105,142337.56,15229.63,0.0,0.0,23259.92,A
A,52,8,106,63,120,43,11348.0,5570.0,0.0,400.0,5028.0,A
B,46,41,52,30,59,24,50575.29,8648.8,0.0,660.0,19111.29,A
B,59,14,44,23,51,20,41296.0,3494.0,0.0,259.0,37449.0,B
D,15,0,24,10,0,8,1423.86,1423.86,0.0,0.0,0.0,C
E,46,7,32,28,28,21,16858.96,5768.83,0.0,0.0,11090.13,B
B,53,13,18,12,21,9,16707.18,9077.23,0.0,284.95,7345.0,A
E,46,72,61,43,84,7,7007.85,0.0,0.0,2332.0,145.0,B
C,46,0,1,0,2,0,0.0,0.0,0.0,0.0,0.0,B
B,90,125,127,102,144,68,85954.52,30693.83,0.0,418.0,37487.19,A
A,36,7,21,20,21,10,5263.0,1636.0,312.5,555.0,3072.0,B
C,46,47,75,57,81,51,24572.21,0.0,0.0,2185.0,22212.21,B
B,52,91,91,49,96,17,67882.91,622.91,0.0,2514.0,41926.0,B
D,46,0,11,7,3,1,1230.0,1230.0,0.0,0.0,0.0,B
E,23,9,9,8,7,6,1468.0,203.0,0.0,352.0,416.0,C
E,46,2,83,82,112,51,30459.96,12701.89,12701.89,3065.0,14693.07,A
E,72,26,40,44,39,40,27755.84,5848.94,0.0,200.0,21706.9,A
E,46,0,42,9,52,1,2844.0,0.0,0.0,450.0,1250.0,B
C,16,6,1,1,3,0,85.0,0.0,0.0,0.0,85.0,B
B,83,2,137,100,152,91,91692.31,19093.49,0.0,650.0,61803.82,B
A,6,0,1,0,16,0,0.0,0.0,0.0,0.0,0.0,B
B,46,5,22,39,23,15,50937.03,9140.0,0.0,0.0,37277.99,A
C,46,11,96,96,112,83,58523.24,8952.68,0.0,3375.19,45088.22,A
E,21,6,4,5,8,0,1360.0,0.0,0.0,340.0,150.0,C
B,72,69,110,20,108,11,21542.0,10499.0,0.0,0.0,11043.0,A
E,78,24,41,41,33,14,37673.73,1264.79,0.0,1391.55,35017.39,A
E,47,13,37,40,80,26,22828.31,2018.65,0.0,166.95,14640.78,B
B,26,31,705,4,639,5,996.0,0.0,0.0,0.0,0.0,A
C,59,13,23,20,21,16,11685.05,6371.0,6371.0,0.0,4902.75,B
B,46,24,25,18,30,16,17656.88,7421.38,0.0,8600.0,1635.5,B
F,16,0,1,1,1,0,3000.0,0.0,0.0,3000.0,0.0,C
B,16,0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,C
C,26,0,17,10,15,3,3612.31,883.24,0.0,0.0,579.07,A
C,46,32,44,38,47,29,23861.75,16321.25,0.0,125.0,7415.5,B
B,83,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,B
A,16,0,8,20,8,0,2426.7,0.0,0.0,0.0,237.3,B
B,52,0,2,2,0,0,1602.22,0.0,0.0,0.0,1602.22,B
C,23,0,6,5,5,4,23805.0,3205.0,3205.0,0.0,20600.0,B
B,30,6,21,18,18,16,20625.0,120.0,0.0,0.0,20505.0,C
B,30,4,23,19,22,14,12539.99,10481.82,0.0,0.0,1523.0,B
E,6,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,B
E,13,4,5,5,7,1,936.9,486.4,0.0,0.0,321.5,C
E,33,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,C
C,60,15,132,106,136,103,63891.58,23832.58,0.0,2500.0,37559.0,A
E,16,0,5,2,4,1,245.0,0.0,0.0,0.0,245.0,C
C,46,0,0,28,0,0,24184.46,0.0,0.0,0.0,24184.46,B
C,46,1,9,3,9,5,4545.0,675.0,0.0,0.0,3870.0,B
B,83,63,89,70,92,64,63081.33,5789.99,0.0,142.5,57148.84,A
C,83,92,97,97,106,59,152807.53,108858.14,0.0,75.9,43637.19,A
E,178,5,30,35,8,1,17324.25,12887.91,0.0,2602.04,1834.3,B
B,15,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,C
B,46,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,C
C,90,44,92,50,83,21,19240.03,0.0,0.0,240.0,9062.63,A
F,137,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,B
A,83,158,207,220,540,95,36231.25,7034.35,7034.35,162.5,27661.51,A
B,41,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,C
C,46,26,58,55,56,48,31874.35,11384.16,0.0,305.0,15564.85,B
C,83,75,260,114,297,35,48390.6,9947.58,0.0,361.64,38081.38,A
B,15,0,4,4,0,0,1109.98,150.09,0.0,128.7,831.19,C
B,90,17,22,31,45,6,57693.45,28474.0,28474.0,0.0,19076.45,B
C,46,6,18,7,23,5,2478.04,237.11,0.0,0.0,2048.48,B
E,21,6,11,11,12,4,1459.94,499.58,0.0,321.18,639.18,C
B,46,24,32,17,36,14,24053.39,1319.0,1319.0,0.0,22099.39,A
E,46,10,20,19,24,7,3519.74,1788.34,1788.34,480.4,478.0,C
B,30,163,175,138,187,123,35569.17,3968.77,0.0,438.0,4732.6,B
E,23,37,42,36,36,6,10588.0,5168.0,0.0,680.0,4740.0,C
E,83,54,153,144,167,56,31133.56,14748.15,0.0,2829.15,13556.26,A
C,8,5,58,39,63,32,41619.74,28056.6,0.0,931.0,12632.14,A
A,4,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,B
E,157,69,80,65,70,13,21889.15,17551.4,0.0,854.0,3483.75,B
C,20,0,10,8,0,0,7017.0,459.0,0.0,630.0,5928.0,B
A,66,8,36,0,843,0,0.0,0.0,0.0,0.0,0.0,A
D,276,0,2,22,0,0,3965.95,0.0,0.0,330.0,0.0,B
B,46,7,4,4,7,0,787.4,606.4,0.0,0.0,181.0,C
C,46,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,B
B,15,0,4,3,4,2,3679.0,3200.0,3200.0,275.0,204.0,C
F,46,12,64,1,46,0,300.0,300.0,0.0,0.0,0.0,B
B,46,9,9,9,11,4,8165.0,8115.0,1375.0,50.0,0.0,B
E,60,98,138,131,143,89,24232.16,15230.16,0.0,1508.0,7494.0,B
B,41,4,30,19,27,12,4731.88,389.88,389.88,3800.0,282.0,A
F,46,8,26,17,26,14,15631.0,3827.5,0.0,25.0,6102.0,B
B,69,0,29,7,0,0,8034.02,585.0,585.0,382.7,7066.32,B
B,48,0,2,5,0,2,12524.46,0.0,0.0,1444.25,11080.21,C
F,46,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,C
B,23,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,C
B,46,39,83,1,116,1,169.0,0.0,0.0,0.0,0.0,B
A,46,2,83,84,72,39,11296.18,5684.68,5684.68,2768.5,2843.0,B
